TSM,Date,Close,,Trade DATE
,2/14/2019,38.06,,
,2/15/2019,38.09,,
,2/19/2019,38.46,,
,2/20/2019,39,,
,2/21/2019,38.98,,
,2/22/2019,39.39,,
,2/25/2019,39.58,,
,2/26/2019,39.6,,
,2/27/2019,39.45,,
,2/28/2019,39.05,,
,3/1/2019,39.39,,
,3/4/2019,39.15,,
,3/5/2019,39.02,,
,3/6/2019,38.79,,
,3/7/2019,38.63,,
,3/8/2019,38.2,,
,3/11/2019,38.64,,
,3/12/2019,38.9,,
,3/13/2019,39.21,,
,3/14/2019,38.82,,
,3/15/2019,39.65,,
,3/18/2019,39.85,,
,3/19/2019,39.76,,
,3/20/2019,39.85,,
,3/21/2019,41.04,,
,3/22/2019,40.43,,
,3/25/2019,39.92,,
,3/26/2019,40.4,,
,3/27/2019,40.2,,
,3/28/2019,40.34,,
,3/29/2019,40.96,,
,4/1/2019,41.37,,
,4/2/2019,41.27,,
,4/3/2019,41.79,,
,4/4/2019,42.04,,
,4/5/2019,42.23,,
,4/8/2019,42.39,,
,4/9/2019,42.21,,
,4/10/2019,42.37,,
,4/11/2019,42.1,,
,4/12/2019,42.58,,
,4/15/2019,42.61,,
,4/16/2019,43.01,,
,4/17/2019,44.39,,
,4/18/2019,45.4,,
,4/22/2019,45.15,,
,4/23/2019,45.42,,
,4/24/2019,45.41,,
,4/25/2019,44.48,,
,4/26/2019,43.94,,
,4/29/2019,43.83,,
,4/30/2019,43.82,,
,5/1/2019,43.82,,
,5/2/2019,44.4,,
,5/3/2019,44.71,,
,5/6/2019,43.76,,
,5/7/2019,43.76,,
,5/8/2019,43.7,,
,5/9/2019,43.25,,
,5/10/2019,42.83,,
