CURRENCY:BTCUSD,Date,Close,,Trade DATE
,1/31/2019,3411.5,,
,2/1/2019,3437.5,,
,2/2/2019,3468.43,,
,2/3/2019,3414.78,,
,2/4/2019,3409.57,,
,2/5/2019,3428.4,,
,2/6/2019,3367.36,,
,2/7/2019,3359,,
,2/8/2019,3621.99,,
,2/9/2019,3623.73,,
,2/10/2019,3648.84,,
,2/11/2019,3590.36,,
,2/12/2019,3588.06,,
,2/13/2019,3576.68,,
,2/14/2019,3561.5,,
,2/15/2019,3566.59,,
,2/16/2019,3582.37,,
,2/17/2019,3625.08,,
,2/18/2019,3867,,
,2/19/2019,3888.01,,
,2/20/2019,3938.99,,
,2/21/2019,3897.71,,
,2/22/2019,3942.02,,
,2/23/2019,4110,,
,2/24/2019,3734.22,,
,2/25/2019,3818.79,,
,2/26/2019,3799.48,,
,2/27/2019,3799.91,,
,2/28/2019,3792.14,,
,3/1/2019,3806.17,,
,3/2/2019,3809.7,,
,3/3/2019,3786.93,,
,3/4/2019,3700.72,,
,3/5/2019,3844.59,,
,3/6/2019,3851.89,,
,3/7/2019,3857.05,,
,3/8/2019,3843.12,,
,3/9/2019,3917,,
,3/10/2019,3900.92,,
,3/11/2019,3849.68,,
,3/12/2019,3860,,
,3/13/2019,3851.02,,
,3/14/2019,3853.95,,
,3/15/2019,3902.8,,
,3/16/2019,3990,,
,3/17/2019,3967.01,,
,3/18/2019,3970.5,,
,3/19/2019,4000.85,,
,3/20/2019,4033,,
,3/21/2019,3972.76,,
,3/22/2019,3983.78,,
,3/23/2019,3983.43,,
,3/24/2019,3969.52,,
,3/25/2019,3908.01,,
,3/26/2019,3922.42,,
,3/27/2019,4026.53,,
,3/28/2019,4011.17,,
,3/29/2019,4091.01,,
,3/30/2019,4094.14,,
,3/31/2019,4095,,
,4/1/2019,4137.01,,
,4/2/2019,4901.93,,
,4/3/2019,4975.07,,
,4/4/2019,4906.49,,
,4/5/2019,5040.66,,
,4/6/2019,5049.22,,
,4/7/2019,5190.2,,
,4/8/2019,5285.54,,
,4/9/2019,5193.49,,
,4/10/2019,5320.81,,
,4/11/2019,5041.32,,
,4/12/2019,5078.18,,
,4/13/2019,5066.22,,
,4/14/2019,5164,,
,4/15/2019,5029.99,,
,4/16/2019,5204.92,,
,4/17/2019,5227,,
,4/18/2019,5282.32,,
,4/19/2019,5290.36,,
,4/20/2019,5319.89,,
,4/21/2019,5297.64,,
,4/22/2019,5387.6,,
,4/23/2019,5532.85,,
,4/24/2019,5443.14,,
,4/25/2019,5125.3,,
,4/26/2019,5159.51,,
,4/27/2019,5170.6,,
,4/28/2019,5155,,
,4/29/2019,5148.25,,
,4/30/2019,5267.43,,
,5/1/2019,5321.15,,
,5/2/2019,5390.01,,
,5/3/2019,5657.4,,
,5/4/2019,5770.01,,
,5/5/2019,5715.86,,
,5/6/2019,5687.9,,
,5/7/2019,5743.3,,
,5/8/2019,5943.6,,
,5/9/2019,6153.09,,
,5/10/2019,6343.14,,
